id,credit,delayed,amount,gender,education,age,marital,default
14976,360000,0,2400,Female,graduate school,28,single,0
24467,50000,0,96583,Male,univeristy,40,married,0
7742,20000,0,0,Male,graduate school,31,single,0
3031,40000,0,0,Female,univeristy,43,married,0
19597,220000,0,315994,Male,graduate school,24,single,0
1873,150000,14,783526,Female,univeristy,36,married,0
7761,130000,0,365833,Male,univeristy,25,single,0
2445,290000,1,0,Female,graduate school,37,single,0
28544,90000,0,0,Female,univeristy,25,married,0
19092,80000,8,349374,Female,univeristy,29,married,1
25216,20000,3,91989,Female,highschool,31,married,1
26698,240000,0,1311588,Female,univeristy,39,married,0
11823,140000,0,649934,Female,graduate school,27,single,0
9440,260000,0,767907,Male,univeristy,37,single,0
4076,320000,0,650,Female,highschool,52,married,0
27722,100000,11,412389,Female,univeristy,39,married,1
16152,200000,4,66903,Male,highschool,36,married,1
28271,500000,0,952043,Female,univeristy,28,single,0
2999,20000,10,62258,Male,highschool,46,single,0
24462,70000,5,12364,Male,graduate school,27,single,1
3236,340000,2,9960,Male,univeristy,29,single,0
19331,80000,0,140886,Female,highschool,28,married,0
27963,260000,4,214238,Male,univeristy,44,married,1
5821,360000,0,1041976,Female,graduate school,42,married,0
22872,110000,4,41813,Male,univeristy,28,single,1
18985,230000,0,532999,Female,univeristy,25,single,0
28331,20000,1,0,Male,univeristy,38,married,1
26830,180000,0,110905,Female,univeristy,32,married,0
11425,50000,2,86139,Male,highschool,47,married,0
10471,360000,0,514646,Male,univeristy,36,married,0
20141,50000,0,172461,Female,graduate school,25,single,0
3066,20000,0,4552,Female,highschool,50,married,1
267,300000,0,2163,Male,graduate school,29,single,0
5983,80000,0,231469,Male,univeristy,39,married,0
865,460000,2,47610,Male,graduate school,31,single,0
4947,20000,0,86758,Male,highschool,25,married,0
19818,80000,0,116036,Female,graduate school,23,single,0
15258,360000,1,0,Female,graduate school,30,married,0
11151,200000,0,0,Female,highschool,42,married,0
9588,50000,7,93194,Male,univeristy,38,single,1
27522,120000,0,350325,Female,graduate school,27,single,0
19544,400000,0,0,Male,highschool,35,single,0
24597,80000,0,224952,Female,highschool,54,married,0
9817,470000,0,132114,Male,graduate school,34,single,0
10966,100000,0,279486,Female,highschool,56,single,0
4293,100000,0,337,Female,highschool,45,married,0
21256,30000,3,79811,Male,highschool,42,single,1
29063,30000,4,159227,Female,univeristy,27,married,0
25604,90000,0,4565,Female,univeristy,35,married,0
26384,320000,2,824,Male,graduate school,58,married,0
14746,50000,0,49511,Female,highschool,36,married,0
10879,20000,0,1985,Male,univeristy,25,single,0
15527,170000,0,859397,Female,highschool,57,married,0
14737,20000,0,113004,Male,univeristy,31,married,0
18552,150000,3,777244,Male,univeristy,26,single,1
5146,360000,6,12533,Male,univeristy,51,married,1
1926,20000,0,2480,Female,univeristy,22,single,1
8364,200000,0,0,Female,highschool,29,married,0
18608,100000,0,28753,Female,graduate school,25,single,0
26741,20000,8,0,Female,highschool,31,single,0
14014,50000,0,121576,Female,univeristy,32,single,0
27777,310000,1,89155,Female,graduate school,35,single,0
1748,290000,1,0,Female,graduate school,29,single,1
22734,140000,0,151756,Male,univeristy,29,married,0
10484,110000,0,322647,Male,graduate school,25,single,0
14928,20000,0,110817,Female,graduate school,44,single,0
18540,390000,0,331712,Female,graduate school,30,single,0
24099,160000,0,23148,Male,graduate school,28,single,0
17702,150000,0,0,Female,graduate school,24,single,1
14502,200000,0,598333,Male,highschool,41,married,1
25561,120000,0,701318,Female,univeristy,40,married,0
8308,120000,0,63,Female,graduate school,28,single,0
21343,60000,0,9300,Female,univeristy,38,married,0
8911,90000,6,388670,Female,univeristy,28,single,1
15417,300000,2,759,Female,univeristy,30,single,0
18163,140000,2,595712,Female,univeristy,29,single,0
20677,80000,6,182710,Female,univeristy,37,married,0
21764,30000,7,112558,Female,graduate school,24,single,0
18870,320000,0,1465393,Female,univeristy,33,married,0
24741,50000,2,156076,Male,univeristy,41,married,1
20883,360000,4,3224,Male,graduate school,30,single,0
13114,180000,0,0,Female,univeristy,36,single,0
22689,390000,0,318967,Female,univeristy,39,single,0
16588,80000,0,34471,Female,univeristy,27,single,0
14497,20000,0,390,Male,univeristy,32,married,0
24165,170000,0,0,Male,graduate school,44,married,0
17385,20000,4,25629,Male,univeristy,45,married,0
28674,80000,0,443058,Male,univeristy,29,married,1
17211,370000,0,178609,Female,graduate school,35,single,0
8330,50000,10,250791,Female,highschool,44,single,1
7616,350000,0,1535366,Male,graduate school,57,married,0
10004,260000,3,0,Female,graduate school,44,married,0
17532,110000,6,196438,Female,graduate school,32,single,0
18868,240000,0,0,Female,univeristy,50,married,0
25478,10000,1,0,Male,highschool,27,single,0
2332,50000,0,242729,Female,univeristy,22,single,0
21179,50000,2,243496,Female,highschool,49,single,1
6233,50000,4,350,Male,univeristy,43,married,1
17085,120000,2,9668,Female,graduate school,27,single,0
241,20000,0,35888,Female,univeristy,28,married,0
16092,120000,8,578233,Male,highschool,53,married,1
26936,210000,2,0,Female,univeristy,29,single,0
22235,420000,0,155230,Female,graduate school,27,single,0
18921,10000,5,50655,Female,univeristy,31,married,0
4431,50000,0,88929,Male,univeristy,56,married,0
14458,80000,0,387489,Male,graduate school,33,single,0
9199,90000,0,466,Female,graduate school,26,single,0
25334,200000,2,6913,Female,univeristy,32,married,0
20263,140000,0,498552,Male,univeristy,36,single,0
247,200000,0,1010037,Male,univeristy,55,married,0
8533,110000,1,0,Female,graduate school,31,single,0
25609,20000,7,88165,Female,graduate school,46,single,1
8197,160000,0,699,Female,graduate school,33,single,1
21672,110000,0,1525,Female,graduate school,52,married,0
18341,150000,0,306566,Male,graduate school,33,single,0
7822,140000,0,625902,Male,univeristy,41,married,0
22081,210000,2,96069,Female,univeristy,34,married,0
8481,10000,0,31198,Female,univeristy,34,single,0
10186,30000,0,44804,Female,highschool,51,single,0
16149,250000,0,14766,Female,graduate school,38,single,0
1291,50000,0,36351,Male,highschool,24,single,0
10869,80000,0,255403,Female,highschool,37,married,0
20917,30000,12,152940,Female,univeristy,22,single,0
2787,190000,1,317439,Male,graduate school,27,single,0
1531,30000,0,146322,Male,univeristy,33,single,0
12429,30000,5,166954,Female,graduate school,27,single,0
22045,200000,2,69585,Male,univeristy,39,single,0
26911,50000,11,42311,Male,univeristy,23,single,1
21741,50000,0,160733,Male,univeristy,48,married,0
6284,200000,0,428336,Male,graduate school,41,married,0
25697,160000,0,1954,Female,univeristy,47,single,0
5410,160000,7,6450,Female,univeristy,26,single,0
3999,180000,0,584668,Male,univeristy,23,single,0
7216,250000,0,3045,Female,graduate school,40,single,0
6983,200000,0,457738,Female,graduate school,33,single,0
1934,280000,0,864752,Female,univeristy,45,married,0
15024,20000,0,17029,Female,graduate school,24,single,0
4920,500000,0,22038,Female,univeristy,34,single,0
4116,360000,0,1466118,Female,graduate school,44,single,0
15747,60000,0,263715,Female,highschool,32,married,1
7259,70000,0,100862,Female,univeristy,24,single,0
27103,50000,8,253499,Female,univeristy,22,single,0
22272,50000,0,192780,Male,univeristy,37,married,1
27451,160000,2,163271,Female,univeristy,35,single,0
4049,80000,0,150141,Male,graduate school,39,single,0
18111,90000,2,412205,Female,univeristy,28,single,0
22514,70000,9,404971,Female,univeristy,32,married,0
24627,360000,0,0,Female,univeristy,45,married,0
22539,220000,12,27995,Female,graduate school,29,single,1
19846,80000,2,233718,Male,univeristy,29,married,0
11945,240000,0,786329,Male,univeristy,45,married,0
19630,40000,4,207196,Female,univeristy,24,single,1
13043,380000,0,2120,Male,highschool,34,married,0
1684,240000,0,0,Female,univeristy,40,married,0
28799,80000,12,96904,Female,univeristy,37,married,1
18798,50000,2,209481,Female,univeristy,24,single,0
13713,290000,0,3199,Male,univeristy,36,married,0
18022,60000,0,213312,Female,univeristy,41,married,1
19569,50000,13,229903,Male,highschool,32,married,1
21365,80000,0,177,Female,highschool,25,single,0
7230,250000,0,539188,Female,graduate school,37,single,0
6989,140000,0,561231,Female,highschool,35,married,0
10567,40000,0,183492,Female,graduate school,27,single,0
12542,280000,3,1448249,Female,univeristy,27,single,0
26083,30000,5,172295,Male,univeristy,27,single,1
25028,10000,0,22641,Male,univeristy,50,married,0
5257,100000,0,390,Male,highschool,56,married,1
13919,220000,0,160644,Female,graduate school,36,married,0
28858,150000,0,10029,Male,univeristy,39,married,0
956,110000,0,21126,Female,univeristy,28,married,0
11085,370000,0,527959,Male,graduate school,52,single,0
28669,30000,6,120655,Male,highschool,28,single,1
4942,50000,0,214967,Female,graduate school,28,single,0
9177,140000,4,13296,Female,graduate school,24,single,1
457,210000,3,612063,Male,univeristy,41,married,0
22825,140000,0,10600,Male,graduate school,30,single,0
19774,20000,0,18094,Female,graduate school,26,single,0
29126,190000,0,653285,Male,univeristy,48,married,0
28539,50000,12,118003,Female,highschool,44,married,1
10689,300000,0,22911,Female,graduate school,37,single,0
2115,260000,12,15000,Female,univeristy,43,married,1
9146,100000,0,0,Female,univeristy,24,single,0
22249,50000,0,267400,Male,univeristy,25,married,0
20534,20000,0,120574,Female,graduate school,24,single,1
23305,140000,0,3777,Male,graduate school,29,single,0
23607,500000,0,342529,Female,graduate school,34,married,0
13834,120000,1,113773,Male,graduate school,41,single,0
5362,320000,0,581990,Male,univeristy,33,married,0
21317,260000,0,429382,Female,univeristy,26,single,0
22094,240000,0,1229154,Male,graduate school,33,single,0
902,310000,0,1667695,Female,univeristy,28,single,0
20900,120000,0,0,Female,univeristy,45,married,0
27286,130000,0,61351,Female,highschool,42,married,1
20206,200000,20,15000,Male,univeristy,29,single,1
20832,200000,0,344383,Female,graduate school,30,single,0
453,140000,0,713480,Female,highschool,34,married,0
19601,210000,8,698219,Female,graduate school,31,single,1
3397,50000,0,283801,Male,univeristy,47,married,0
25578,400000,3,424403,Female,graduate school,29,single,0
27671,80000,2,339134,Female,graduate school,25,single,1
28043,80000,0,111791,Female,univeristy,26,single,0
7024,90000,0,162217,Male,graduate school,53,married,0
17521,200000,0,531,Female,univeristy,40,married,0
16880,200000,0,12643,Male,graduate school,60,single,0
6862,80000,0,204004,Male,univeristy,36,single,0
21171,30000,2,168642,Male,graduate school,24,single,0
13427,30000,2,1700,Female,univeristy,23,single,1
23109,20000,2,48660,Female,graduate school,23,single,1
22796,50000,0,205609,Female,univeristy,36,married,0
29015,30000,11,132199,Male,univeristy,24,single,1
4908,210000,0,273346,Female,univeristy,35,married,0
10288,160000,0,0,Female,univeristy,30,single,0
16402,80000,4,374621,Female,univeristy,56,single,1
9027,330000,0,13036,Female,univeristy,30,single,1
10370,360000,0,0,Male,univeristy,35,married,1
14325,80000,2,50878,Female,univeristy,37,single,0
13710,100000,0,304377,Female,univeristy,30,married,0
26024,430000,0,930170,Female,univeristy,33,single,0
23765,210000,0,0,Female,univeristy,50,married,1
1732,250000,0,0,Female,graduate school,49,married,0
18513,20000,0,35212,Female,univeristy,21,single,0
5629,310000,0,73169,Female,univeristy,31,single,0
21649,220000,0,2471,Female,graduate school,39,single,0
5733,360000,5,0,Female,graduate school,46,married,0
17096,10000,13,33582,Male,graduate school,23,single,0
22383,60000,2,314946,Female,graduate school,62,single,0
20535,50000,0,248521,Male,graduate school,28,single,0
17290,250000,13,15000,Male,graduate school,32,single,1
2249,300000,0,7511,Female,graduate school,31,single,1
9911,390000,0,174423,Female,univeristy,35,single,0
9926,50000,0,1122,Male,highschool,58,married,0
1499,80000,10,331393,Female,graduate school,29,single,0
26203,70000,0,286646,Male,highschool,45,married,0
5117,50000,0,96218,Female,univeristy,26,single,0
20170,110000,0,256036,Female,univeristy,44,married,0
2181,110000,1,0,Female,univeristy,32,single,0
23430,150000,0,418420,Male,highschool,47,married,0
244,200000,32,14658,Male,univeristy,28,married,1
7626,300000,11,31719,Female,graduate school,40,single,1
2456,420000,0,0,Male,univeristy,35,married,0
157,60000,2,300081,Female,graduate school,39,married,0
24268,100000,2,318243,Female,univeristy,26,married,1
6473,20000,0,123615,Female,univeristy,22,single,0
19665,150000,0,414916,Female,univeristy,29,single,0
11755,10000,0,36430,Male,graduate school,26,single,0
13810,150000,0,0,Female,univeristy,32,married,0
13282,240000,6,1209266,Female,univeristy,29,married,1
14819,60000,0,322300,Male,univeristy,44,married,0
4459,150000,0,419,Female,graduate school,29,single,0
13192,210000,0,1001,Female,highschool,28,single,0
7086,20000,4,90564,Male,highschool,24,single,1
5690,310000,5,1140427,Female,univeristy,27,single,0
819,20000,8,91284,Male,highschool,32,married,1
21465,320000,2,150232,Female,highschool,33,married,0
17480,150000,0,55576,Female,univeristy,27,single,0
112,210000,0,0,Male,univeristy,38,married,0
26470,50000,0,228074,Male,univeristy,47,married,0
21814,20000,0,0,Female,graduate school,24,single,0
29124,100000,4,7659,Female,univeristy,41,married,0
24913,200000,2,950837,Female,univeristy,40,single,1
25209,100000,0,0,Female,graduate school,27,single,0
28521,60000,0,160838,Female,univeristy,29,single,0
1091,70000,0,335141,Male,graduate school,29,single,0
27542,50000,0,269276,Female,univeristy,38,married,0
26549,160000,3,422354,Female,univeristy,26,married,0
1232,190000,0,9688,Male,graduate school,42,married,0
22022,60000,2,352770,Female,highschool,52,single,0
6860,380000,0,1001424,Female,univeristy,38,single,0
26497,150000,4,6241,Female,graduate school,29,married,0
8735,200000,0,0,Male,graduate school,32,single,0
26126,180000,0,11513,Female,highschool,36,married,0
1157,200000,0,1345,Female,graduate school,41,married,0
6857,100000,5,82560,Female,univeristy,38,married,0
26753,50000,0,95371,Female,univeristy,28,single,0
21251,290000,0,567,Male,graduate school,41,single,0
10047,70000,0,481,Male,graduate school,49,married,1
17077,150000,0,195,Female,highschool,34,single,0
14181,20000,15,105156,Male,univeristy,26,single,0
9761,30000,0,61631,Male,univeristy,25,single,0
1239,110000,0,0,Female,univeristy,23,single,0
16698,60000,2,270363,Female,univeristy,57,single,1
23262,80000,21,5700,Female,univeristy,24,single,1
4543,120000,0,176664,Female,graduate school,46,married,0
26514,230000,0,0,Female,graduate school,53,single,0
14668,120000,0,2104,Female,univeristy,37,single,0
8181,50000,13,241010,Female,highschool,28,single,0
11383,140000,0,173668,Female,univeristy,37,single,0
2850,30000,0,1950,Male,highschool,58,single,0
26551,150000,1,0,Female,univeristy,40,single,0
14391,90000,0,132754,Female,univeristy,28,married,0
21735,200000,0,11397,Female,graduate school,50,married,0
22468,20000,0,107254,Male,univeristy,31,married,0
7409,280000,0,0,Male,graduate school,63,married,0
15008,200000,0,3983,Male,graduate school,44,married,0
18892,310000,0,1176807,Male,univeristy,41,single,0
27127,280000,0,1747,Male,graduate school,47,single,0
830,410000,0,0,Male,graduate school,33,single,0
1755,50000,2,53482,Male,highschool,34,married,1
12466,50000,11,69774,Male,highschool,46,married,1
7947,260000,0,1380703,Female,univeristy,28,single,0
14694,60000,8,221016,Female,univeristy,40,married,1
26536,70000,5,236950,Male,graduate school,31,single,1
20621,420000,0,8871,Female,graduate school,32,married,0
28971,80000,0,58592,Male,highschool,38,single,0
6936,160000,0,0,Female,univeristy,36,married,0
28119,220000,0,590583,Female,highschool,38,married,0
2725,310000,0,791798,Female,highschool,28,single,0
7721,220000,8,475463,Female,univeristy,26,single,1
7129,250000,0,59126,Female,graduate school,37,married,0
27876,140000,0,780547,Male,univeristy,32,married,0
2542,190000,11,119911,Male,univeristy,50,married,1
27510,20000,1,0,Male,univeristy,30,single,0
25859,50000,0,253510,Male,highschool,34,single,0
4181,130000,0,678081,Female,graduate school,46,married,1
15812,30000,0,117918,Female,univeristy,25,single,1
18746,120000,6,20377,Female,graduate school,28,single,0
2975,170000,1,0,Female,graduate school,33,married,0
20403,80000,2,235690,Male,graduate school,32,single,0
10407,160000,0,3228,Male,highschool,36,married,0
6675,240000,0,0,Male,univeristy,43,married,0
21508,210000,0,0,Male,graduate school,26,single,0
19878,290000,0,0,Male,univeristy,35,single,0
23389,180000,1,0,Female,graduate school,32,single,0
12882,100000,0,531105,Male,univeristy,32,single,0
25336,80000,0,0,Female,univeristy,31,married,0
13694,50000,0,186926,Male,univeristy,33,single,0
11471,90000,0,442065,Female,graduate school,29,single,0
4244,50000,0,131842,Male,highschool,45,single,0
21830,70000,0,266927,Female,univeristy,34,married,1
7532,20000,5,80541,Male,graduate school,30,single,1
1631,120000,0,242232,Male,graduate school,27,single,0
20519,290000,0,28318,Female,graduate school,35,single,0
17489,70000,0,379406,Male,univeristy,31,married,1
28596,80000,11,470759,Female,univeristy,29,married,0
28108,170000,0,595132,Male,graduate school,26,single,0
24275,10000,0,51088,Male,univeristy,22,single,0
18812,200000,0,0,Female,highschool,29,single,0
19319,20000,0,82966,Female,highschool,44,single,0
18366,50000,2,126167,Male,highschool,26,single,0
14285,210000,0,84534,Female,graduate school,27,single,0
5681,300000,0,162207,Female,graduate school,26,single,0
22618,160000,0,407456,Male,univeristy,43,married,0
1439,150000,0,0,Female,graduate school,34,single,0
19736,400000,2,6291,Male,highschool,33,married,1
15746,50000,0,0,Male,highschool,55,married,0
4411,20000,4,105171,Female,highschool,23,married,0
15720,220000,0,490267,Female,univeristy,29,single,0
17882,20000,0,99161,Male,graduate school,44,married,0
14751,50000,0,96480,Female,univeristy,37,married,0
19254,110000,0,238129,Male,univeristy,39,married,0
10463,290000,0,559,Female,graduate school,37,married,1
11727,30000,1,780,Male,univeristy,36,married,0
21752,50000,0,301467,Male,univeristy,58,married,0
21328,420000,0,2786678,Male,graduate school,34,married,0
27140,500000,0,791662,Male,graduate school,55,married,0
5385,100000,11,73321,Female,graduate school,52,single,1
11526,20000,10,93700,Male,univeristy,25,single,0
9638,210000,0,306557,Female,univeristy,32,single,0
12873,230000,0,12591,Female,graduate school,38,married,0
21811,100000,2,228497,Female,graduate school,30,single,1
3315,20000,0,102692,Male,highschool,35,single,0
18806,10000,11,52373,Male,univeristy,32,married,0
18182,200000,1,0,Male,graduate school,34,single,0
28795,500000,0,155365,Female,univeristy,32,single,0
18348,610000,0,3177362,Female,graduate school,38,single,0
16164,230000,0,1150553,Female,univeristy,33,single,0
11301,80000,6,226291,Female,univeristy,25,single,1
10022,140000,0,683294,Male,highschool,38,married,0
20494,180000,0,267395,Male,univeristy,30,single,0
8806,330000,0,964703,Male,univeristy,38,married,1
14439,200000,1,154246,Female,univeristy,30,married,0
28113,200000,0,0,Male,graduate school,43,married,0
3269,40000,0,115493,Female,univeristy,48,married,0
17618,220000,0,1038024,Female,univeristy,33,married,0
1296,70000,0,351774,Female,highschool,26,married,0
9169,250000,0,0,Male,graduate school,28,single,0
22710,80000,0,446620,Female,univeristy,28,married,0
14547,60000,0,400377,Male,univeristy,42,single,0
22650,50000,0,219732,Female,highschool,55,single,0
24818,220000,0,1183883,Female,univeristy,32,married,0
13429,220000,0,0,Female,univeristy,27,single,0
7177,20000,0,50668,Male,univeristy,25,single,1
20204,50000,3,142678,Male,univeristy,25,single,0
17413,320000,0,0,Female,univeristy,42,single,0
21444,50000,3,157503,Male,univeristy,35,married,1
13098,50000,8,224448,Male,highschool,46,married,0
24078,70000,0,198813,Female,univeristy,23,single,0
27256,160000,0,513888,Female,highschool,40,married,0
9405,150000,0,4984,Female,graduate school,37,married,0
28286,400000,0,64398,Female,univeristy,41,married,0
18217,280000,3,3301,Male,graduate school,34,married,0
9197,130000,13,114659,Female,highschool,43,married,1
22020,360000,0,6576,Female,graduate school,39,married,0
16450,100000,14,395518,Male,highschool,50,married,0
25898,300000,0,0,Female,univeristy,34,married,1
28697,50000,0,173087,Female,univeristy,36,single,1
6024,80000,0,0,Male,highschool,42,married,0
18268,160000,1,0,Female,highschool,27,single,0
2355,200000,0,13668,Female,graduate school,29,single,0
17965,50000,0,260348,Male,univeristy,40,single,0
15428,50000,0,249939,Female,univeristy,25,single,0
6382,30000,1,0,Male,univeristy,38,married,1
12735,360000,0,607447,Female,graduate school,28,married,0
24341,50000,0,169266,Male,univeristy,34,married,1
25485,50000,3,178283,Male,univeristy,22,single,0
21229,310000,5,1474371,Male,graduate school,32,married,0
26388,90000,5,241174,Male,univeristy,37,married,1
12311,480000,0,0,Male,graduate school,58,married,1
2300,300000,0,526898,Female,univeristy,29,single,0
26923,20000,0,44530,Female,univeristy,22,single,0
19388,360000,2,2711,Male,graduate school,28,single,0
8906,50000,0,171079,Female,univeristy,38,single,0
3164,320000,0,4286,Female,graduate school,28,single,0
8457,160000,0,391103,Female,univeristy,38,married,0
25266,50000,9,205273,Female,graduate school,24,single,0
13978,50000,0,123928,Male,graduate school,64,single,0
22273,80000,1,0,Female,univeristy,34,single,0
2587,30000,2,68676,Male,univeristy,24,single,0
21017,220000,0,0,Male,highschool,58,married,0
7118,160000,4,0,Male,graduate school,53,single,1
28818,500000,0,0,Male,graduate school,43,single,0
27212,250000,0,0,Female,univeristy,29,married,0
20124,360000,3,1960,Male,univeristy,25,single,0
10007,20000,2,39277,Male,univeristy,25,single,0
1704,60000,0,179358,Female,graduate school,26,single,0
15673,150000,0,0,Female,univeristy,42,married,1
19318,50000,0,380,Female,graduate school,24,single,0
28259,50000,0,191352,Male,highschool,44,single,0
24774,50000,0,1616,Male,univeristy,23,single,1
18933,300000,0,0,Female,highschool,30,single,1
26534,50000,0,98,Female,graduate school,23,single,0
1081,360000,0,2270,Male,univeristy,37,married,0
2489,80000,0,390,Female,univeristy,26,single,1
17773,230000,0,512370,Female,univeristy,28,single,0
12190,70000,12,265740,Male,univeristy,37,married,1
2379,50000,0,241395,Male,univeristy,37,single,0
20730,180000,0,22973,Female,graduate school,29,single,0
27067,500000,0,90,Male,graduate school,41,married,0
15349,360000,0,89166,Female,univeristy,26,single,0
27462,40000,10,149602,Female,univeristy,23,single,0
18824,180000,0,665950,Female,univeristy,25,married,0
4864,210000,1,0,Male,graduate school,37,single,0
26574,80000,6,347535,Male,highschool,44,single,0
22944,150000,0,0,Female,graduate school,30,single,0
9627,60000,0,35621,Male,highschool,29,single,1
9564,60000,12,344280,Male,graduate school,31,single,1
2828,50000,0,99456,Female,graduate school,35,married,0
14802,50000,0,156707,Male,univeristy,57,married,0
23708,100000,1,0,Female,univeristy,42,married,0
21518,120000,0,336834,Male,univeristy,30,single,0
24752,30000,0,111761,Female,graduate school,23,single,0
2147,420000,0,3163,Female,univeristy,36,married,0
211,500000,0,0,Female,highschool,44,single,0
23081,130000,0,180619,Female,univeristy,42,single,0
11298,360000,0,1153217,Female,graduate school,48,married,0
14527,300000,0,920,Female,graduate school,33,single,0
22259,190000,2,471270,Male,univeristy,41,married,0
5435,430000,0,11778,Male,graduate school,35,single,0
28246,200000,1,0,Female,graduate school,33,married,0
11166,120000,2,128142,Female,univeristy,38,married,0
5238,200000,1,0,Female,graduate school,36,married,0
16492,140000,0,228476,Female,univeristy,25,married,0
5949,210000,0,894542,Female,univeristy,26,single,0
4999,210000,0,8227,Female,univeristy,32,single,0
19886,80000,2,69339,Male,univeristy,27,single,0
6669,310000,6,849089,Female,univeristy,31,single,1
1313,30000,10,158130,Female,univeristy,22,single,0
20369,250000,0,0,Male,graduate school,40,married,0
21538,460000,0,2175706,Male,graduate school,29,single,0
7736,110000,0,226710,Male,univeristy,57,married,0
378,100000,0,110031,Female,graduate school,30,married,0
18839,100000,0,339646,Male,univeristy,50,married,0
28577,480000,0,1951504,Female,graduate school,38,married,0
9536,160000,0,645836,Female,univeristy,38,single,0
25378,160000,0,2870,Male,univeristy,30,single,0
15000,500000,1,79026,Male,graduate school,33,married,0
1455,120000,0,523164,Female,univeristy,51,married,0
9006,240000,1,0,Male,univeristy,27,single,0
21711,100000,0,504843,Male,univeristy,43,single,0
24176,200000,0,2290,Male,graduate school,29,single,0
21280,470000,0,1686297,Female,univeristy,40,single,0
805,30000,0,86651,Male,univeristy,49,married,0
18596,150000,1,857,Female,graduate school,33,married,0
19960,300000,0,1311429,Male,highschool,61,married,0
15749,240000,0,918853,Female,graduate school,27,single,0
28330,30000,0,83754,Female,univeristy,36,single,0
13888,150000,0,0,Female,univeristy,38,married,0
20129,80000,4,76353,Female,graduate school,28,single,0
12504,290000,0,4098,Female,graduate school,32,single,0
694,210000,0,0,Female,univeristy,53,single,1
15289,270000,0,18409,Female,graduate school,40,married,0
20698,80000,5,347576,Male,highschool,44,single,0
22482,50000,0,47451,Female,highschool,58,married,0
22367,50000,1,0,Male,univeristy,42,single,0
11365,620000,0,369192,Male,univeristy,42,married,0
29022,240000,2,650,Male,graduate school,35,single,1
25550,220000,0,1148975,Female,univeristy,35,married,0
4046,200000,0,0,Female,graduate school,54,married,1
25190,180000,1,0,Female,univeristy,32,single,0
15944,200000,0,0,Male,graduate school,52,married,0
3829,20000,0,69435,Male,univeristy,32,married,0
12963,140000,12,808532,Male,highschool,37,married,0
5418,30000,0,598,Male,graduate school,28,single,0
21281,390000,0,1088993,Male,univeristy,37,married,0
11704,50000,5,8612,Female,highschool,50,married,0
19614,170000,0,98565,Male,graduate school,53,married,0
19166,50000,5,213983,Male,univeristy,30,single,0
4784,110000,0,107662,Male,univeristy,32,married,0
25152,30000,7,79897,Female,highschool,47,married,0
97,410000,0,2223166,Female,univeristy,42,married,0
13780,180000,2,652786,Female,univeristy,32,married,0
12375,490000,0,1245550,Female,univeristy,31,married,0
20244,230000,4,2248,Female,univeristy,36,married,0
13890,200000,2,1178002,Female,graduate school,32,single,0
1645,50000,0,152661,Female,highschool,25,single,0
4624,280000,0,1237851,Female,graduate school,23,single,0
19808,200000,3,81269,Male,graduate school,36,married,0
18202,390000,0,230757,Male,graduate school,35,married,0
24853,20000,8,93929,Male,univeristy,50,married,0
21679,130000,7,586558,Female,univeristy,52,married,0
11336,210000,0,2844,Male,graduate school,40,married,0
23385,80000,0,73112,Female,univeristy,23,single,0
11129,50000,1,0,Female,univeristy,24,single,0
8588,80000,0,204,Female,highschool,52,married,0
7625,150000,0,33617,Female,univeristy,29,single,0
5035,50000,0,120734,Female,univeristy,42,married,0
14982,200000,0,0,Male,graduate school,40,married,0
21019,80000,0,54644,Female,univeristy,31,single,0
8152,150000,0,11920,Female,univeristy,28,married,1
19583,120000,2,163113,Female,univeristy,27,single,0
8629,180000,0,857665,Female,graduate school,30,single,0
9493,150000,0,780104,Male,univeristy,32,married,1
8027,210000,0,2501,Female,graduate school,34,married,1
14397,200000,0,0,Female,graduate school,27,single,1
25164,30000,2,0,Female,highschool,28,single,0
13231,50000,8,22856,Female,univeristy,36,married,0
1041,70000,8,177897,Male,highschool,35,married,0
21025,150000,2,856869,Female,highschool,54,married,0
11087,70000,8,254705,Female,graduate school,29,single,0
17686,150000,12,603543,Female,univeristy,29,married,1
28019,50000,7,291713,Female,univeristy,34,married,1
17400,500000,0,0,Female,univeristy,43,married,0
28200,30000,0,163160,Female,graduate school,27,single,1
13934,260000,4,72319,Female,graduate school,26,single,0
10070,170000,0,0,Male,graduate school,42,married,0
28440,170000,0,46034,Male,univeristy,31,single,0
12182,100000,0,567,Male,graduate school,26,single,0
24115,200000,8,438,Female,graduate school,28,single,0
9313,50000,8,290788,Male,univeristy,36,married,1
3510,300000,0,4181,Female,univeristy,44,married,0
21097,10000,0,45426,Male,univeristy,22,single,1
9533,170000,0,948495,Female,highschool,30,single,0
6994,40000,6,157754,Female,univeristy,32,married,0
12476,80000,4,86628,Female,univeristy,38,single,0
3685,20000,13,36543,Male,graduate school,27,single,1
1353,20000,2,36167,Female,graduate school,24,single,0
16429,310000,11,1590374,Female,univeristy,43,married,1
19867,450000,0,758,Female,highschool,36,married,0
7401,310000,0,125558,Female,univeristy,30,married,0
6139,60000,0,330301,Female,graduate school,25,single,0
8951,470000,0,572229,Female,univeristy,32,single,0
23968,100000,0,380925,Male,highschool,47,single,0
9485,150000,0,253857,Male,graduate school,27,single,0
24315,20000,0,4158,Male,highschool,25,single,0
25491,60000,5,162767,Female,highschool,39,married,0
20230,30000,0,2401,Female,univeristy,29,married,0
